tcp,benchmark,0,1,0.11684942945628166
tcp,benchmark,0,2,0.11545777320861816
tcp,benchmark,0,3,0.1190040111541748
tcp,benchmark,0,4,0.12063789367675781
tcp,benchmark,0,5,0.12592124938964844
tcp,benchmark,0,6,0.12168073654174805
tcp,benchmark,0,7,0.12281871044604824
tcp,benchmark,0,8,0.12398963872273057
tcp,benchmark,0,9,0.11520781824508601
tcp,benchmark,0,10,0.12167728528607043
tcp,benchmark,0,11,0.11251139052572248
tcp,benchmark,0,12,0.12298668802425483
tcp,benchmark,0,13,0.12023048693201496
tcp,benchmark,0,14,0.11593284599935555
tcp,benchmark,0,15,0.12491660039906337
tcp,benchmark,0,16,0.11432646301650316
tcp,benchmark,0,17,0.11560190649408282
tcp,benchmark,0,18,0.12034130509730445
tcp,benchmark,0,19,0.12181729447404158
tcp,benchmark,0,20,0.1148693435933811
tcp,benchmark,0,21,0.12340163515908119
tcp,benchmark,0,22,0.11797983789929366
tcp,benchmark,0,23,0.12272745364001054
tcp,benchmark,0,24,0.11930919536863813
tcp,benchmark,0,25,0.12596594098379266
tcp,benchmark,0,26,0.11592466839394519
tcp,benchmark,0,27,0.12021826014892754
tcp,benchmark,0,28,0.11563018055128806
tcp,benchmark,0,29,0.12335085889865424
tcp,benchmark,0,30,0.12379494265207634
tcp,corrupt,0,1,0.11786010806118859
tcp,corrupt,0,2,0.11334258557646941
tcp,corrupt,0,3,0.11771869828260209
tcp,corrupt,0,4,0.11665741831505369
tcp,corrupt,0,5,0.1187226113185361
tcp,corrupt,0,6,0.11924708595918262
tcp,corrupt,0,7,0.11528168650728172
tcp,corrupt,0,8,0.12284394135565424
tcp,corrupt,0,9,0.1285022918087799
tcp,corrupt,0,10,0.11730305589496046
tcp,corrupt,0,11,0.12429614640917704
tcp,corrupt,0,12,0.11800682091044988
tcp,corrupt,0,13,0.12492789897985111
tcp,corrupt,0,14,0.11371398000372031
tcp,corrupt,0,15,0.12349906912834359
tcp,corrupt,0,16,0.1153988749975535
tcp,corrupt,0,17,0.1181579916186406
tcp,corrupt,0,18,0.1200191248169523
tcp,corrupt,0,19,0.11674197084105839
tcp,corrupt,0,20,0.125148715326507
tcp,corrupt,0,21,0.12222807371028362
tcp,corrupt,0,22,0.12394431419039041
tcp,corrupt,0,23,0.12413635537698656
tcp,corrupt,0,24,0.11990572719069213
tcp,corrupt,0,25,0.12154298116472959
tcp,corrupt,0,26,0.12462432632147574
tcp,corrupt,0,27,0.11719376561697123
tcp,corrupt,0,28,0.11789093424680577
tcp,corrupt,0,29,0.12476835756882614
tcp,corrupt,0,30,0.12012690031433657
tcp,corrupt,10,1,7.987161159515381
tcp,corrupt,10,2,19.426586151123047
tcp,corrupt,10,3,21.978949785232544
tcp,corrupt,10,4,23.497171878814697
