madp,benchmark,0,1,0.654726505279541
madp,benchmark,0,2,0.6039462089538574
madp,benchmark,0,3,0.6472713947296143
madp,benchmark,0,4,0.5777955055236816
madp,benchmark,0,5,0.5017611980438232
madp,benchmark,0,6,0.5006327629089355
madp,benchmark,0,7,0.5591440200805664
madp,benchmark,0,8,0.48216891288757324
madp,benchmark,0,9,0.5437939167022705
madp,benchmark,0,10,0.4228520393371582
madp,benchmark,0,11,1.4253084659576416
madp,benchmark,0,12,0.6169848442077637
madp,benchmark,0,13,1.3713006973266602
madp,benchmark,0,14,0.40114450454711914
madp,benchmark,0,15,0.6618170738220215
madp,benchmark,0,16,0.6685256958007812
madp,benchmark,0,17,0.5503277778625488
madp,benchmark,0,18,0.41794443130493164
madp,benchmark,0,19,0.5724692344665527
madp,benchmark,0,20,0.6297063827514648
madp,benchmark,0,21,0.5651371479034424
madp,benchmark,0,22,0.6291520595550537
madp,benchmark,0,23,0.600351095199585
madp,benchmark,0,24,0.5428609848022461
madp,benchmark,0,25,0.6579022407531738
madp,benchmark,0,26,0.4815218448638916
madp,benchmark,0,27,0.5114891529083252
madp,benchmark,0,28,0.5222690105438232
madp,benchmark,0,29,0.7473065853118896
madp,benchmark,0,30,0.4928724765777588
madp,corrupt,0,1,0.630640983581543
madp,corrupt,0,2,0.4972410202026367
madp,corrupt,0,3,0.5793819427490234
madp,corrupt,0,4,1.3053669929504395
madp,corrupt,0,5,0.6597340106964111
madp,corrupt,0,6,0.7994861602783203
madp,corrupt,0,7,0.550114631652832
madp,corrupt,0,8,0.7051806449890137
madp,corrupt,0,9,0.5760393142700195
madp,corrupt,0,10,0.6221585273742676
madp,corrupt,0,11,0.5220427513122559
madp,corrupt,0,12,0.7226433753967285
madp,corrupt,0,13,0.7817926406860352
madp,corrupt,0,14,0.482297420501709
madp,corrupt,0,15,1.5897190570831299
madp,corrupt,0,16,0.5679776668548584
madp,corrupt,0,17,0.6685552597045898
madp,corrupt,0,18,0.7483677864074707
madp,corrupt,0,19,0.6486003398895264
madp,corrupt,0,20,0.5187084674835205
madp,corrupt,0,21,0.7380955219268799
madp,corrupt,0,22,0.6054708957672119
madp,corrupt,0,23,1.3051049709320068
madp,corrupt,0,24,0.5983583927154541
madp,corrupt,0,25,0.7750520706176758
madp,corrupt,0,26,0.592648983001709
madp,corrupt,0,27,0.6959130764007568
madp,corrupt,0,28,0.5668127536773682
madp,corrupt,0,29,0.7535769939422607
madp,corrupt,0,30,0.6364972591400146
madp,corrupt,10,1,2.385883331298828
madp,corrupt,10,2,2.4240474700927734
madp,corrupt,10,3,0.8413536548614502
madp,corrupt,10,4,0.8506975173950195
madp,corrupt,10,5,0.902219295501709
madp,corrupt,10,6,0.8874437808990479
madp,corrupt,10,7,0.8952968120574951
madp,corrupt,10,8,1.7254295349121094
madp,corrupt,10,9,0.8487420082092285
madp,corrupt,10,10,0.8733735084533691
madp,corrupt,10,11,1.068655252456665
madp,corrupt,10,12,1.7631618976593018
madp,corrupt,10,13,1.7263116836547852
madp,corrupt,10,14,0.7121694087982178
madp,corrupt,10,15,0.8477964401245117
madp,corrupt,10,16,0.9070940017700195
madp,corrupt,10,17,1.0657997131347656
madp,corrupt,10,18,0.863828182220459
madp,corrupt,10,19,0.9718608856201172
madp,corrupt,10,20,0.9307386875152588
madp,corrupt,10,21,6.1509528160095215
madp,corrupt,10,22,1.072770357131958
madp,corrupt,10,23,0.9979627132415771
madp,corrupt,10,24,0.7329680919647217
madp,corrupt,10,25,1.056584119796753
madp,corrupt,10,26,0.962526798248291
madp,corrupt,10,27,0.9801905155181885
madp,corrupt,10,28,2.02352237701416
madp,corrupt,10,29,0.8974406719207764
madp,corrupt,10,30,0.9455950260162354
madp,corrupt,5,1,0.7080099582672119
madp,corrupt,5,2,0.8217685222625732
madp,corrupt,5,3,1.5490376949310303
madp,corrupt,5,4,0.9178214073181152
madp,corrupt,5,5,0.8471438884735107
madp,corrupt,5,6,1.526869535446167
madp,corrupt,5,7,0.9192779064178467
madp,corrupt,5,8,0.9071016311645508
madp,corrupt,5,9,1.0776474475860596
madp,corrupt,5,10,1.0551879405975342
madp,corrupt,5,11,0.8812375068664551
madp,corrupt,5,12,1.103553056716919
madp,corrupt,5,13,1.6797070503234863
madp,corrupt,5,14,0.8858160972595215
madp,corrupt,5,15,0.7641434669494629
madp,corrupt,5,16,0.8396687507629395
madp,corrupt,5,17,0.8769958019256592
madp,corrupt,5,18,0.845038890838623
madp,corrupt,5,19,0.8664579391479492
madp,corrupt,5,20,0.889171838760376
madp,corrupt,5,21,0.8369607925415039
madp,corrupt,5,22,0.8667740821838379
madp,corrupt,5,23,2.925088405609131
madp,corrupt,5,24,0.900946855545044
madp,corrupt,5,25,0.8311691284179688
madp,corrupt,5,26,1.0111424922943115
madp,corrupt,5,27,0.740062952041626
madp,corrupt,5,28,0.8459808826446533
madp,corrupt,5,29,0.9224793910980225
madp,corrupt,5,30,0.7984809875488281
madp,duplicate,0,1,0.6893219947814941
madp,duplicate,0,2,0.5038285255432129
madp,duplicate,0,3,0.5797996520996094
madp,duplicate,0,4,0.6970555782318115
madp,duplicate,0,5,1.098921537399292
madp,duplicate,0,6,0.6731715202331543
madp,duplicate,0,7,0.6716310977935791
madp,duplicate,0,8,0.5289504528045654
madp,duplicate,0,9,0.5120220184326172
madp,duplicate,0,10,0.7252142429351807
madp,duplicate,0,11,0.6663496494293213
madp,duplicate,0,12,0.6067404747009277
madp,duplicate,0,13,0.47806572914123535
madp,duplicate,0,14,0.6456797122955322
